,Sentiment,Tweet
736,positive,salut ahok
737,positive,super salut ahok
738,positive,matanajwametrotv wibawa banyak kata kuasa sederhana kagum
739,positive,salut bangga sm bj habibie untuk sekian kali
740,positive,obrol santai tarik abraham slamet jk jokowi anis baswedan ganjar
741,positive,anis baswedan jokowi ganjar pranowo jk abraham samad inspirasi indonesia keren
742,positive,pimpin
743,positive,rendah sederhana jokowi patut tiru
744,positive,seru ini dahlan iskan ketua dpr
745,positive,desa bebas rokok inspirasi
746,positive,inspirasi cinta bjh hab
747,positive,inspirasi
748,positive,narasumber
749,positive,cie job
750,negative,najwa radikalisme tv langsung berita seram
751,negative,najwa acara sampah cuman keruh suasana sbg ajar lebih baik pilih ilc tv
752,negative,aneh acara najwa metrotv ajar islam umat islam islamis edan tokoh islam manggut2
753,negative,ilc dingin najwa provokasi metro tv emang tv sampah bosan2 pojok islam metro tv usak pancasila
754,negative,lapor metro tv kpi metro stres najwa kalah ilc
755,negative,kecewa najwa malam mutu narasi najwa bukti erti pihak bodoh
756,negative,tv acara najwa host suka sela bicara selesai sopan
757,negative,emosi sakit hati najwa tv ganti chanel masakan
758,negative,isis mimin bom kp melayu maaf isis organisasi organisasi najwa mimin
759,negative,foto jk integritas tidak rusak reputasi najwa
760,negative,gara2 bantai teman anggota dpr najwa langsung benci metro tv
761,negative,tv muak sombong fz acara live najwa
762,negative,males lihat tv biarpun nomor dunia tidak mau tv bawa acara najwa sudah dicontreng
763,negative,sering masuk tv gaul najwa engga diapa-apain ngadu2
764,negative,sudah bilang najwa metro tv anis fitnah
765,negative,mui keluar fatwa haram korupsi undang juga petinggi mui najwa
766,negative,bravo najwa debat pilgub dki kali garing kalah matanajwa gali lbh tv
767,negative,kasihan pas debat najwa metrotv basuki menang bayang kemarin debat
768,negative,acara najwa kasihan anies jadi bulan2an medsos hujat
769,negative,nyetel metro tv najwa debat kemarin kesel rumah coba cek skrg masih rumah webnya
770,negative,sandi muncul sbg cawagub metro tv dalam acara najwa sandi sudah bohong
771,negative,saksi kejut dukung anies tipu acara najwa tipu tv
772,negative,kandang ahok metro tv najwa sampah sera anies pilih
773,negative,boikot metrotv tapi ngintip najwa
774,negative,malas lihat anies bawa sial lihat ahok najwa
775,negative,najwa tv lihat anies bicara ngantuk
776,negative,najwa tuduh jelek lawan fon lawan
777,negative,lihat najwa tv males diskusi btp imbang salah satu jual mimpi
778,negative,kayak najwa adu domba cagub putar 2 pilih daerah dki ini
779,negative,penjara saksi palsu ahok
780,negative,anis anis rekam 2 tahun masih simpan loh sm metrotv mantri hutan dan lurah nelen ludah sendri
781,negative,bagus apa sistem jalan sistem
782,negative,ridwan bae tai tampang sudah ngeselin ayo mbk nana bully trus bae
783,negative,miris lihat atur skor sepakbola indonesia
784,negative,pemuda perang lawan jajah pemuda lawan biasa buruk kunjung ubah
785,negative,pasrah tertawa tai
786,negative,bilang kita2 kerjan
787,negative,pssi lacur hati nurani malu
788,negative,jembatan comal belum akibatya padat rayap
789,negative,tegak langgar hukum bayar seragam tegak hukum rimba
790,negative,wapresnya diketawain melulu bajusama staff hotel celana robek
791,negative,pimpin mendongrak kokoh materi
792,negative,tidak dengan tonton kilometer masuk dalam ubah ahok matanajwametrotv
793,negative,lembaga negara indonesia bobrok
794,negative,tolol bilang duga udh mencak2 jadi sangka
795,negative,deh kesel orang2 debat pakai emosi gin
796,negative,miskin miskin sekolah pungut liar
797,negative,emosi cepat tua lihat tiba2 emosi bicara
798,negative,dr tampil seperti preman tau bkin kisruh usak
799,negative,belit muter2 buang2 mutu
800,positive,user mention produk bangsa
801,positive,sakti alhamdulillah
802,negative,selamat pagi bantu kamar sinyal 4g hilang 1 panggil darurat url
803,negative,dear akhir2 jaring data lemah otak
804,negative,selamat malam dusta
805,negative,tembak paket product ganggu
806,positive,pakai paket product sudah off ganti paket product gratis youtube senang
807,negative,user mention kamus perhapean url
808,negative,keluh tanggap emosi pulsa curi soak deh pulsa kurang 1500-2100 2-3 hari
809,negative,iklan pesan sembunyi url
810,negative,mampus puasa subuh2 sahur cek pulsa sedot sisa 30 ribu baca
811,negative,user mention coba pakai parah koneksi
812,negative,tuju user mention silah boikot langgan dukung url
813,negative,bela bain daftarin kartu 4g tunggu jam siang2 puasa rumah sinyal 4gnya kota
814,negative,data hilang
815,negative,sesuai iklan
816,positive,kangen ini kirim pos marchandes langsung pos
817,negative,150mbps kecepatanya 3kbps kuota full buka google sudah nguras uang baterai url
818,negative,kuota koneksi internetnya lambat product url
819,negative,ampun sinyal 4g lemah otak siput acara live streaming ganggu mundur
820,negative,jaring nabire bagus berita isu bohong
821,negative,jelek jaring takalar
822,positive,stabil url
823,positive,cocok komunikasi - - rekan bisnis kerja - sekolah kampus - hubung jarak
824,negative,kualitas ganggu trouble mahal berhari2 url
825,negative,product sinyal tai
826,negative,jaring internet sumba timur parah
827,negative,ajaib kuota hilang usage bukti guna lebih batas url
828,negative,tahun pakai aktif 2018 bayar layan muas
829,negative,cepat data habis url
830,negative,user mention tolol nama urus chat app
831,negative,tinggal url
832,positive,hore sinyal 4g sambu
833,positive,alhamdulilah kunjung vendor mitra url
834,negative,lambat product jaring lemah otak
835,negative,tega pesan suka lambat
836,negative,jaring 4g cepat 2g
837,negative,paket extra combo lemah otak
838,negative,buka facebook
839,negative,rugi isi kuota jaring busuk rugi
840,negative,solidaritas asa solidaritas bicara
841,positive,1berbagi kuota 2 berkah user mention
842,positive,berkah 1video tunggu buka puasa anak video sahur video pakai baju koko user mention
843,negative,koneksi daerah kota minggu lemah otak parah ganggu care
844,positive,pakai greget network and speed irit anak kelompok remaja
845,positive,kartu mahal bagus
846,positive,bagi berkah
847,negative,isi kuota 2 menit langsung habis kacau url
848,negative,sinyal jelek
849,negative,gera masif pki antek2nya iklan hancur pki
850,positive,alhamdulillah tari tabuhan gendang selamat isya tarawih
851,negative,ganti pulsa sudah komplain php
852,negative,sinyal
853,negative,musuh ulama url
854,negative,user mention pakai
855,negative,benci laku user mention dukung coba lihat iklan gambar palu arit
856,negative,user mention user mention ht noh pakek bagaimana thu
857,negative,kuota 4g gabung 3g sayang pakai mubazir mubazir temennya setan lho
858,positive,rezeki pejet2 moga samsung j5 product medan indonesia url
859,positive,asik kencang url
860,negative,beli paket 4g jaring internetnya edge
861,negative,4g lemah otak
862,negative,nelepon pulsa 20 000 23 menit bangsat url
863,negative,signal 4g bekas internetan subuh
864,negative,tarif internet super kuota negara internet murah mahal
865,negative,jaring sinyal wilayah sindangkasih - ciamis
866,positive,terimakasih menang pointastic deal url
867,negative,nomer buang
868,negative,zalim url
869,positive,mantap url
870,negative,sinyal jelek komplain direspon url
871,negative,alhamdulillah 2 kartu telpon 2 kartu internetan pakai
872,negative,bentuk tekan masyarakat usaha publik kelas hati depan url
873,negative,user mention user mention alhamdulillah pakai
874,positive,mimpi pakai mimpi setia mahal ikut
875,positive,aksi pakai bagus maaf iklan nyata
876,positive,baik serta url
877,positive,user mention teman hari url
878,negative,jelek sinyal
879,positive,sydney program gratis 22 mahasiswa ajar dn libur hacker intropeksi
880,negative,internet mahal turun harga paket
881,positive,pakai pakai rasa lemah otak mahal bareng kualitas
882,negative,webnya bajak cie bajak moga habis paket2 spam2 promo2nya subur
883,positive,cs emang fast response keluh konsumen beda operator belah
884,positive,prinsip murah sinyal alhamdulillah kencang kota
885,positive,baik
886,positive,paket
887,positive,mantap sumedang
888,negative,kesini mahal jaring 4g lambat pesan masuk penuh isi pesan promo nyedot pulsa
889,negative,kensinya benerin wilayah keramat jati lemah otak product
890,negative,sinyal kuat internetku jakarta lemah otak parah 3g
891,negative,aman tingkat rugi langgan url
892,negative,harga jual rupiah kilobyte internet juara mahal tsel versus
893,negative,jaring 4g sembung bangunjiwo kasihan bantul 3minggu stabil kuota buang
894,negative,customer 4g sembung bangunjiwo jogja stabil
895,negative,sinyal ping game gede sinyal tai
896,positive,
897,negative,malas 12gb 6gb harga mahal - jaring free youtubenya pakai jam hadeh
898,positive,gratis senang product product url
899,positive,pindah kali internetan lemah otak dengar teman bagus
900,negative,laku reset nomor jaring lemah makan open page web
901,positive,kini keki
902,positive,cepat internet ciwidey gin mantap user mention url
903,negative,jaring 4g cimahi yah lambat 4 kota bandung lancar jaya
904,negative,parah 3g
905,negative,koneksi 4g gprs
906,negative,ini akses data camat cisewu kabupaten garut 4g
907,negative,4glte url sudah 3 tanggap
908,negative,rekomendasi coba paket minggu tes pakai twitter 30menit pulsa kurang langsung unreg
909,positive,gratis dibayarin poin poin
910,positive,pakai alhamdulillah manfaat sinyal
911,positive,terimakasih url
912,positive,mantap sms tarif 300
913,positive,alhamdulillah beres pakai nunggu konfirmasi url
914,positive,terimakasih menang product product
915,positive,asik kencang
916,positive,terimakasih gratis 4gnya ayo buru upgrade product
917,positive,upload video 1gb 4 menit mantab cepat
918,positive,bonus kuota 2gb 100 menit nelpon operator product url
919,positive,kuota aman kota mamuju url
920,positive,hemat
921,positive,pakai paket product irit url
922,positive,buang sayang setia lagipula nomernya bagus url
923,positive,rasa segitu besar ping 36604 ribu lumayan bukber
924,positive,nulis serta hashtag lemah otak hidup ungar pakai lancar2 tuh
925,positive,pakai 60 ribu dapat 9giga dihack mahal
926,positive,lebih baik pindah
927,positive,pakai product jangkau pakai mahal
928,positive,telpon selagi gratis ini
929,positive,tumben murah hati pada jangan2 langgan diginikan
930,positive,canggih ini nambah nambah kuota product url
931,positive,penuh bonus
932,positive,sinyal hebat puncak halimun on mantap
933,positive,nelpon 1 000 kouta 1gb
934,positive,betah
935,positive,lumayan murah riah
936,positive,wow hadiah fantastis product product simpel url
937,positive,modal isi pulsa 10ribu dapat 2gb gratis tumben moga promonya murah murah di
938,positive,ajaib min kartu isi pulsa terimakasih
939,positive,mantap deh isi pulsa 25ribu bonus paket data 3gb terimakasih layan
940,positive,terimakasih paket data aktif normal terimakasih puas layan
941,positive,usaha lupa konsumen hapus pesan baca salah terima kasih
942,positive,terima kasih
943,positive,hore sinyal terima kasih
944,positive,alhamdulillah nunggu subuh lantun adhan styles mekah madinah paket internet bagus
945,positive,lihat youtube tahun kuota keren
946,positive,jaring 4g super cepat smartphone koneksi pantau aktivitas sosial media
947,positive,medsos bijak fasilitas oke kayak fb gratis 30mb free youtube yonder genflix
948,positive,pagi segar lari2 nikmatin internet nelpon super murah suara jernih pakai gitu
949,positive,buka puasa streaming youtube lancar pakai setia
950,positive,jaring 4g luas teman nelpon operator gratis suara jernih
951,positive,koneksi internet lancar bantu selesai pekerjaaan jumat weekend
952,negative,ayo penuh viralkan keras nomor nomer cantik dr th2007 langsung buang jangan main2 dengan umat islam brsatu
953,negative,ayo buang kartu url
954,negative,pakai insya allah paket kuota habis ganti operator
955,negative,ceo tanggung counter perdana hp henti jual perdana
956,negative,biar ajar pakai produk
957,negative,boikot nyedot pulsa tahu dipake sms 1 bayar 1000 bonus maksa
958,positive,lumayan jaring 4g lte area tarogong muas url
959,negative,uji cepat product -ku 3g jelek
960,negative,urus bayar data dapat data
961,positive,gratis dibayarin poin poin
962,positive,terima kasih gratis 4gnya ayo buru upgrade product mu
963,positive,makan malam gratis hasil tuker poin url
964,negative,mohon up jaring 4g wilayah morowali buruk
965,negative,jaring waru arae site wkp telpon mohon cek team
966,negative,kualitas layan buruk 5 lapor tindak baik
967,negative,jaring muara kam baik bbm ngakses sambung melulu 3 minggu
968,negative,uji cepat nyata 3g jelek
969,negative,urus bayar data data
970,positive,lumayan jaring 4g lte area tarogong muas url
971,positive,terimakasih gratis 4gnya ayo buru upgrade product
972,positive,makan malam gratis hasil tukar poin url
973,negative,ayo viralkan keras nomor nomer cantik 2007 buang main2 umat islam brsatu
974,negative,ayo buang kartu
975,negative,pakai insya allah paket kuota habis ganti operator
976,negative,boikot sedot pulsa tahu dipake sms 1 bayar 1000 bonus maksa
977,positive,buka puasa streaming youtube lancar pakai setia
978,positive,koneksi internet lancar bantu selesai pekerjaaan jumat weekend
979,negative,sinyal php
980,negative,koneksi internet jengkel
981,positive,nelpon murah pakai js rp1 detik product product
982,positive,terima kasih pt kirim gratis home-nya
983,positive,kualitas sinyal 4g lengkap riah festival
984,positive,pindah bukti
985,negative,sinyal palsu edge
986,negative,langgan area rugi karena jaring telpon rusak baik
987,negative,hati tukang tipu
988,negative,sedih pakai 4g stabil
989,negative,jarigan lambat ganggu rusak
990,negative,daerah jagakarsa pakai sinyal jelek 4g 4g sinyal
991,negative,cacat
992,positive,url
993,positive,bagiberkah susah sentuh mudah faedah
994,negative,tumbang kota semarang
995,negative,kuota internetan care
996,negative,lemah otak
997,positive,berbagiberkah bagi senang sayang
998,positive,santai pakai 4g bagiberkah andal
999,positive,setia memggunakan
1000,positive,ken selang maju layan jaring 3g 4g
1001,positive,yuk pakai rp1 gratis 1gb
1002,positive,lebaran pakai yaa gratis 1gb
1003,positive,sinyal 4g dipalembang lancar
1004,positive,keren rembang sinyal 4g
1005,positive,sinyal kuat
1006,positive,4g
1007,positive,berkat mudik jadi nyaman mampir posko senang
1008,positive,terimakasih
1009,positive,untung pakai
1010,positive,alhamdulillah baik
1011,positive,murah bonus
1012,negative,user mention kuota habis ganti
1013,negative,jancok sinyal payah
1014,negative,pakai
1015,negative,user mention minta maaf nyata apa boikot url
1016,negative,kuota malam habis duluan logika url
1017,negative,user mention jaring 4g penuh konek internet
1018,positive,sinyal 4g stabil ini mantap url
1019,negative,fungsi data lokal 4g flash 4g 3g pakai duluan data lokal mahal
1020,positive,hore makan malam gratis poin url
1021,negative,wajib ajar dihack harga mahal koneksi lambat mahal
1022,positive,ganti paket 5gb langsung lancar
1023,negative,user mention
1024,positive,alhamdulillah gratis youtube ramadhan faedah
1025,negative,sinyal hilang melulu
1026,negative,data manfaat url
1027,negative,bodoh
1028,negative,sudah settingan 3g kuota 3g pakai uras pulsa yaa
1029,negative,mahal sinyal jelek bangsat anjing
1030,negative,jelek jaring internet
1031,negative,area pandeglang kota jaring buruk jelek jadi bulan care payah dihack
1032,negative,benar2 kacau isi kuota data langsung habis
1033,positive,ayo
1034,positive,lebih baik ngopi nyantai dengar musik klasik youtube gratis jaring keren
1035,positive,fitur kartu perdana sudah 4 5g youtube1tahun jabo user mention
1036,positive,minggu masuk kerja dikerjain ujung2nya cari lapak rebah denger musik youtube top deh
1037,positive,enak belanja online sinyal kuat kencang pakai
1038,positive,mantap paket product mupeng product
1039,positive,bonus thr bonus ini hati senang
1040,positive,pagi sahur purwakarta sinyal bagus
1041,positive,astaga sudah sore asyik main hape sinyal lancar hebat emang
1042,positive,kadang cari referensi youtube gudang informasi keren youtube an kuota streaming lancar
1043,positive,ajar edit video youtube enak cepat paham jaring lancar kencang
1044,positive,tethering pakai kartu sinyal kencang badai browsing cari bahan artikel jamin lancar
1045,negative,pakai produk boikot
1046,negative,ayo pakai kartu buang got
1047,negative,hijrah selamat tinggal
1048,positive,alhamdulillah kuota murah
1049,negative,tarif mahal tambah jaring susah kesal
1050,negative,pulsa tm nelpon simpati pulsa sial
1051,positive,sinyal 4g rumah lancar
1052,negative,harap bagus kerja online internetnya simpat nama url
1053,negative,jaring internet sumba timur parah
1054,negative,kualitas jaring turun wilayah sukabumi
1055,negative,keluh sinyal layan jaring internet
1056,negative,malam jaring super lambat kualitas
1057,negative,sinyal sedih
1058,negative,bangsat dibiarin
1059,negative,bangsat gemas aduh
1060,negative,signal mentari prihatin pikir ganti kartu kecewa
1061,negative,ganggu daerah kramat jati sumpah lambat 4g
1062,negative,super lambat 4g tapi cepat 0 1 1 kb ganggu bagaimana
1063,negative,tai
1064,negative,allah hujan sinyal kaya lagu kotak pelan pelan
1065,negative,kelar
1066,negative,hooq manfaat beli kuota tonton youtube hooq product
1067,negative,daerah sudah 3 trouble melulu
1068,negative,sisa 2 kuota bilang habis bagaimana
1069,negative,jaring simpati anjing akhir2
1070,negative,tai
1071,positive,untung pakai rumah alhamdulillah urus beres
1072,negative,jaring flash daerah aceh singkil stabil
1073,negative,tarif mahal sinyal parah
1074,negative,minggu digangguin bunyi sms promo kata url
1075,negative,jariangan
1076,negative,jam 12 malam hancur koneksi
1077,negative,sedih beli paket internet
1078,positive,hobi ngecek product kali promo kuota internet penguna setia alhamdulillah rezeki anak
1079,negative,dihack mahal
1080,negative,jaring lambat
1081,negative,ganggu
1082,negative,hancur jaring
1083,negative,isi pulsa pakai hilang mohon jelas
1084,negative,sebal
1085,negative,4g lte masalah
1086,negative,parah 2 buang2 kuota payah
1087,positive,koneksi lancar pakai
1088,positive,pakai sinyal lancar yess
1089,positive,data kerja cepat cari internetnya pakai
1090,positive,juara youtube kuota full xd
1091,positive,nikmat dapat guna tonton youtube gratis tahun
1092,positive,upload file mudah jaring internetnya cepat alhamdulillah
1093,positive,untung pakai kerja lancar
1094,positive,siang nyoba bonus telpon pakai kartu aman lancar jaya suara cuaca hujan
1095,positive,pantesan lancar sinyal 4g lancar lombok timur
1096,positive,alhamdulillah lancar pakai
1097,positive,untung pakai internet lancar ide
1098,positive,ramai lokasi wisata jaya
1099,negative,sinyal amsyong di stadion gajayana
1100,negative,jelek ernest mutu actingnya sampah
1101,negative,king arthur jelek cerita king arthur
1102,negative,gwa kasar bapak
1103,negative,ane suka fast and furious turut jelek tu
1104,negative,tahu bilang perang perang perang an sama rp yaoi ambigu
1105,negative,editingnya bagus kecewa dengan indonesia tunggu
1106,negative,kecewa dengan salah aktor dukung nista agama ah sabar untuk tonton
1107,negative,kecewa parah the teman dear maaf to say this
1108,negative,kecewa habis
1109,negative,2017 memgecewakan hidup yah udh berekspektasi suka mesir kuno
1110,negative,jelek isi
1111,negative,indonesia bioskop kartini critical eleven gambar kartini ale anya lemah
1112,negative,miris jaman jaman bangsa bodoh serakah gila kawin ironis
1113,negative,ngomong-ngomong danur jelek gausah tonton hans bayang nanti tertawa
1114,negative,kartini terlalu singkat tonton belum baca biografi tentang kartini bingung sendiri emg belum baca bukuny
1115,negative,habis the teman kecewa banding anjlok
1116,negative,sudah alien kecewa ragu
1117,negative,satu rugi action aktor lihat jelek pagina
1118,negative,bilang bagus kelompok doang kasih harga dia2 jelek
1119,negative,sudah hidup singkat dihabisken tonton jelek
1120,negative,king arthur jelek bagus cenderung mudah lupa
1121,negative,jelek ah jelek dimension rilis akting
1122,negative,aduh ribet
1123,negative,dengan durasi terlalu alur datar telah selesai dengan
1124,negative,adegan potong rusak
1125,negative,selesai goal 3 turun kualitas drastis parah
1126,negative,ingat beda buku kecewa teman ngajak black bulter
1127,negative,tidak mau kecewa sama
1128,negative,kecewa berat power rangers bawah ekspektasi
1129,negative,bahas angkat novel puas gitu
1130,negative,sebenernya salah akting prilly danur oke oke greget cerita kuat
1131,negative,habis balap2 mobil tidur 15 menit lelah bosan
1132,negative,the mummy aneh tengah
1133,negative,aneh besut marvel post-credit scene kaya habis tonton
1134,negative,norak
1135,negative,critical eleven rusak image ale anya
1136,negative,suka romantis endingnya jadi
1137,negative,balik novel angkat sesungguhny campur tangan produser sok tahu embel2 jual
1138,negative,respect laku dian sastro hambar mutu
1139,negative,sebnarnya lumyan bgus sayang aktor dan aktris rusia trsa hambar
1140,negative,nol perempuan seksi bumbu cinta hambar
1141,negative,1 insidious 2010 creepy tegang datar pengaruh
1142,negative,homo rumit benar
1143,negative,sayang lokal bagus budgetnya layar tonton batas sayang
1144,negative,derita - -
1145,negative,the mummy bilang bagus bioskop sesal
1146,negative,malam pagi ane download malam langsung ane smpai begadang hasil ane kecewa
1147,negative,takut kecewa danur takut sesuai ekspetasi buku mikir serius
1148,negative,alien covenant mall kaya baja parah skip mati mati jelek parah bagus jelek
1149,negative,jarang indonesia karena slalu kecewa buat mnrt totalitas
1150,negative,ragu banyak kecewa adaptasi novel
1151,negative,gamau berekspektasi angkat dr buku kecewa
1152,negative,tidur kecewa diharepin hufy
1153,negative,ane kecewa sama ini sudah nungguin
1154,negative,kakak sudah kecewa tu
1155,negative,jenuh hambar
1156,negative,sesal dada
1157,negative,netizen batal kartini gara-gara laku
1158,negative,jelek isi
1159,negative,aneh ajaa
1160,negative,aneh baru conan kali gk spektakuler tapi openingnya hancurin gedung
1161,negative,emosional benar nyedot emosi
1162,negative,busuk artis dungu rusak bhineka
1163,negative,kecewa dengan plot cerita the teman critanya akan lompat proses visual bisa kta erti amira suka sm alf
1164,negative,jijik pas kelinci gede- - nightmare parah
1165,negative,bnyak bilang mummy jelek pdahl ken
1166,negative,bilang jelek daur ulang gagal imdb ratattote ratingnya anjlok tapi turut suka
1167,negative,naruto bodoh ke-8 tertawa
1168,negative,ekspektasinya kuat narasi jadi motivasi tapi kalimat inspiratifnya hehehe
1169,negative,hambar
1170,negative,the mummy sesuai harap bagaimana gitu weird tipe bang tom - -
1171,negative,yah kirain wkwk tonton kecewaa
1172,negative,bilang jelek bilang teman filmya bagus tidak bkin tmen maju
1173,negative,habis king arthur teman sen belum loh jelek jangan percaya sama sen unsur
1174,negative,kadang gampang nilai jelek ketimbang nilai bagus mbuh
1175,negative,deh udh bgni- - jijk
1176,negative,kartini menang pada main kelas nama ceritany riset
1177,negative,ajar sejarah bagaimana konflik tampil kartini kaya penuh ekspektasi
1178,negative,banyak sensor hambar
1179,negative,moga busuk seperti
1180,negative,flm arah tuju nyesel download sabar uji tonton hangout
1181,negative,hambarr
1182,negative,erti the mummy
1183,negative,kecewa deh pkoknya masalah jam tayang bisa ngertiin tapi klu cut bisa dingertiin
1184,negative,novel favorit hasil kecewa parah tapi teaser team cewek serius
1185,negative,inti kmren kecewa krna mmbiarkan anak nnton dewasa jam tayang malam 20 30 wib
1186,negative,aduh jijk parah
1187,negative,kecewa parah nnton the teman ksini radit bkin gapernah benar lucu jalan cerita gadapet
1188,negative,kecewa danur luar ekspektasi
1189,negative,hancur jelekk
1190,negative,flm jelekk bingittsss
1191,negative,hangout kecewaa
1192,negative,ending kamar 207 jelekk
1193,negative,ngehek seriesnya ngehek
1194,negative,suka cewe2 terllu buka tampil tonton anak
1195,negative,buried budget murah tingkat depresi tinggi
1196,negative,mikir sedang apa isi anak sama nyesel
1197,negative,gila britney ever after jelek parah nyesel sampai habis
1198,negative,danur novel harap rem cuman boring maaf kakak perempuan novel bagus
1199,negative,setan indonesia thur kecewa murah ngandelin sex
1200,positive,keren bang flm sahabat cinta kentel tokoh main pas keren bang
1201,positive,habis kong skull island 2017 lumayan greget 7 5 deh layak bareng
1202,positive,bravo main bagus sudut pandang cerita tarik tonton perempuan lelaki
1203,positive,habis bagussss dr sampai haruuuu
1204,positive,bangga suka kandung bnyak makna sperti rcti
1205,positive,dramatis laris
1206,positive,kartini lambat nontonnya bagus sukses mendeliver cerita pesan good job teman
1207,positive,menang kartini
1208,positive,pokok kartini asli keren bioskop susah loh
1209,positive,divergent seru- - ah udh selesai sih- -
1210,positive,get out cepetan lebih baik fast furious 8
1211,positive,suka video trailer the teman bioskop 13 april 2017
1212,positive,banyak nangis2nya selera kagum
1213,positive,thank you mas tim uda danur keren buat teman sila tonton rekomended
1214,positive,horor indonesia laris 2 690 000 tonton tayang 30 maret 2017
1215,positive,tambah indonesia favorite baca buku kecewa sama2 bagus
1216,positive,coba deh asik parah
1217,positive,get out bener2 gk ekspektasi apa2 tarik karena jordan peele puas keren parah sakit jiwa
1218,positive,cari comedy recomended ini lucu parah asli
1219,positive,cek tread kenal asik tonton - nemu bagus
1220,positive,bagus bioskop judul ziarah indonesia patut apresiasi
1221,positive,critical eleven bagus cerita main gambar bagus puas deh nontonnya
1222,positive,ziarah layak tonton ken peluk sutradara sukses arah per mbah sri - peran umur 95 tahun
1223,positive,nunggu tahun ini
1224,positive,satu indonesia tunggu tonton lihat langsung gagal moveon pgn nnton lagiii
1225,positive,tapi bangga berkali2 lipat perdana ledak pasar catat laris
1226,positive,mbah cucu barusan night bus gila keren gin tinggal dikit layar bandung mbah kasi
1227,positive,indonesia baik tonton putar bioskop 18 mei 2017 catat hape tonton pertama
1228,positive,sampai kagum the teman raditya dan kawan kocak
1229,positive,papa mama critical sm indonesia bilang bagus terimakasi
1230,positive,sumpah danur bagus nihh nyata benar seru ngageting
1231,positive,sudah the teman pilih action seru cocok nemenin pas long weekend
1232,positive,the teman tertawa habis sedih paket komplit hehehehe sukses
1233,positive,sumpah bagus bngt gapernah bosen the teman inspirasi tnx bang sudah
1234,positive,belum kartini korea judul obsessed tapi 18 huehe
1235,positive,menang gegara kartini 1982 epic
1236,positive,ziarah muat lap hidup cinta sejarah misteri simak
1237,positive,90 4 kartini tonton umur hibur didik inspirasi
1238,positive,sejarah jarang negara baca sejarah enggan tonton kartini
1239,positive,kerja sungguh2 main produksi selamat mas
1240,positive,lapor mbah keren worth to watch syukur2 instrospeksi habis
1241,positive,terima kasih for today - bagus dapat feel lucu ketawa amazing poko
1242,positive,ziarah amat keren bangga layak oscar
1243,positive,barusan kelar lokal tonton hasil menang bw speechless lihat akting
1244,positive,bahagia temu keren
1245,positive,kartini bagus bangettt wajib tonton
1246,positive,minggu review neng horror indonesia bagus
1247,positive,inspirasi juang junjung nilai benar dominasi kuasa kaku budaya
1248,positive,10 horror danur rujuk ringan takut
1249,positive,moral petik wonder woman salah satu jaga aurat dr cowok hidung belang
1250,positive,5 horor indonesia dapat 10 dapat tiket
1251,positive,trust me tipe nyaman nikmat tahu baca sana-sini beda
1252,positive,berbudget minim tapi hasil sungguh tk duga bgtu jenius smp mkir brulang sbnrnya trjadi
1253,positive,salah simple hasil luarbiasa aneh dapat critical acclaim
1254,positive,bahagia karena bagus tonton mrk mrk tugas guru guru bagus
1255,positive,pokok kartini asli keren bioskop susah loh
1256,positive,kartini bagus belah sampai menang resah tonton
1257,positive,keren falsafah hidup salut
1258,positive,males2an ajak lihat the teman ngerasa duit terbang pasca hangout eh beda tjoy keren
1259,positive,minta buka warganet indonesia sempat tonton ziarah salah baik ada
1260,positive,terngiang2 critical eleven tuhan betapa ajar dr tonton hemmmm
1261,positive,habis lihat kartini pikir gera kartini harus lanjut
1262,positive,layak untuk apresiasi gading retak tapi retak samar bagus
1263,positive,danur kes sosok asih expresi datar penasaran
1264,positive,danur seru bangat flm belum harap
1265,positive,cocok lho tonton bareng anak yuk kualitas indonesia
1266,positive,sudah bang sumpah pecah ini hasil mewek nontonnya
1267,positive,ini komedi lucu bangt bahasa jawa
1268,positive,sempat khawatir lihat adaptasi dr novel takut sesuai ekspektasi tapi speechless
1269,positive,salah bosen tonton kali the intern what lovely movie
1270,positive,gk nysel abang uda vlog mu the teman dari smpe akhrnya bayar mu bang kern kli serius
1271,positive,habis gila premis keren
1272,positive,slamat koh ernes menang cek toko belah kuat karena agam seragam
1273,positive,keren bang cinta sahabat komedi dapat sumpah cinta alf
1274,positive,scene reza-adinia gold moment dua emg deh takdir pasang paling cocok
1275,positive,keren main gembira tonton menang
1276,positive,jarang movie indonesia judul syahadat cinta bagus pirsa recommended jalan cerita seru hoo
1277,positive,astagah favorit lanjut
1278,positive,bun moveon ajar buku adaptasi sama kualitas
1279,positive,critical eleven senang masuk kategori indonesia wajib tonton
1280,positive,coba deh asik parah
1281,positive,keren
1282,positive,suka sebentar tarik
1283,positive,sabar nunggu bluray special feature keren lucu bloopernya
1284,positive,the teman wajib tonton sayang tua sahabat creatif cinta bebas kereen kak
1285,positive,the teman keren abiss bang lucu dapat romance dapat sedih dapat
1286,positive,41 vlog nunggu 22 tanggal rilis kece cerita tebak the teman
1287,positive,kemarin the teman situ bener2 ngerasain sahabat segala2 ya knapa bang bukan sllu keren
1288,positive,kartini pemamarannya sederhana enak nikmat
1289,positive,habis kartini bnr2 inspirasi buka pikir
1290,positive,kartini salah nasional recommended tonton menang campur aduk
1291,positive,kartini niat lihat keren scene2 titik air
1292,positive,kartini salah indonesia tema sejarah baik garap dengan serius tema masih relevan dengan kondisi skrg
1293,positive,kartini tonton generasi muda
